Number,Name,Type,Total,Hp,Attack,Defense,Sp_atk,Sp_def,Speed,Generation,Legendary,Mythical,Kanto?,Johto?,Kalos?,Galar?,Alola (US/UM)?,Alola (S/M)?,Unova (B2/W2)?,Hoenn?,Sinnoh?,Paldea?,Galar (TCT)?,Unova (B/W)?,Abilities,Tier,Next Evolution(s),Moves
8,Wartortle,Water,405,59,63,80,65,80,58,1,No,No,True,True,True,,,,,,,,,,"['Rain Dish', 'Torrent']",,['Blastoise'],"['Tackle', 'Tail Whip', 'Water Gun', 'Bubble', 'Tail Whip', 'Bubble', 'Water Gun', 'Withdraw', 'Water Gun', 'Bubble', 'Bite', 'Withdraw', 'Rapid Spin', 'Protect', 'Water Pulse', 'Aqua Tail', 'Skull Bash', 'Iron Defense', 'Rain Dance', 'Skull Bash', 'Hydro Pump', 'Aqua Jet', 'Aqua Ring', 'Aura Sphere', 'Brine', 'Confusion', 'Dragon Pulse', 'Fake Out', 'Flail', 'Foresight', 'Haze', 'Mirror Coat', 'Mist', 'Mud Sport', 'Muddy Water', 'Refresh', 'Water Spout', 'Yawn', 'Aqua Tail', 'Body Slam', 'Counter', 'Defense Curl', 'Dive', ""Double'Edge"", 'Dragon Pulse', 'Dynamic Punch', 'Endure', 'Focus Punch', 'Headbutt', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Defense', 'Iron Tail', 'Mega Kick', 'Mega Punch', 'Mimic', ""Mud'Slap"", 'Rollout', 'Seismic Toss', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Water Pledge', 'Water Pulse', 'Zen Headbutt', 'Work Up', 'Focus Punch', 'Water Pulse', 'Dynamic Punch', 'Headbutt', 'Curse', 'Rollout', 'Mega Punch', 'Mega Kick', 'Toxic', 'Rock Smash', 'Body Slam', 'Take Down', ""Double'Edge"", 'Bubble Beam', 'Water Gun', 'Hail', 'Hidden Power', 'Snore', 'Ice Beam', 'Blizzard', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Frustration', 'Iron Tail', 'Return', 'Dig', 'Brick Break', ""Mud'Slap"", 'Mimic', 'Double Team', 'Rock Tomb', 'Ice Punch', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Defense Curl', 'Reflect', 'Bide', 'Skull Bash', 'Rest', 'Attract', 'Brine', 'Round', 'Scald', 'Fling', 'Endure', 'Gyro Ball', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Waterfall', 'Secret Power', 'Rock Smash', ""Power'Up Punch"", 'Confide', 'Surf', 'Strength', 'Waterfall', 'Whirlpool', 'Rock Smash', 'Waterfall', 'Dive']"
9,Blastoise,Water,530,79,83,100,85,105,78,1,No,No,True,True,True,,,,,,,,,,"['Rain Dish', 'Torrent']",NU,[],"['Tackle', 'Tail Whip', 'Bubble', 'Flash Cannon', 'Tackle', 'Tail Whip', 'Bubble', 'Water Gun', 'Withdraw', 'Tail Whip', 'Bubble', 'Water Gun', 'Withdraw', 'Water Gun', 'Bubble', 'Bite', 'Withdraw', 'Rapid Spin', 'Protect', 'Water Pulse', 'Aqua Tail', 'Skull Bash', 'Iron Defense', 'Rain Dance', 'Skull Bash', 'Hydro Pump', 'Aqua Jet', 'Aqua Ring', 'Aura Sphere', 'Brine', 'Confusion', 'Dragon Pulse', 'Fake Out', 'Flail', 'Foresight', 'Haze', 'Mirror Coat', 'Mist', 'Mud Sport', 'Muddy Water', 'Refresh', 'Water Spout', 'Yawn', 'Aqua Tail', 'Body Slam', 'Counter', 'Defense Curl', 'Dive', ""Double'Edge"", 'Dragon Pulse', 'Dynamic Punch', 'Endure', 'Focus Punch', 'Headbutt', 'Hydro Cannon', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Defense', 'Iron Tail', 'Mega Kick', 'Mega Punch', 'Mimic', ""Mud'Slap"", 'Outrage', 'Rollout', 'Seismic Toss', 'Signal Beam', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Water Pledge', 'Water Pulse', 'Zen Headbutt', 'Work Up', 'Focus Punch', 'Water Pulse', 'Dynamic Punch', 'Headbutt', 'Curse', 'Rollout', 'Roar', 'Mega Punch', 'Mega Kick', 'Toxic', 'Rock Smash', 'Body Slam', 'Take Down', ""Double'Edge"", 'Bubble Beam', 'Water Gun', 'Hail', 'Hidden Power', 'Snore', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Frustration', 'Smack Down', 'Iron Tail', 'Earthquake', 'Return', 'Fissure', 'Dig', 'Brick Break', ""Mud'Slap"", 'Mimic', 'Double Team', 'Rock Tomb', 'Ice Punch', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Defense Curl', 'Reflect', 'Bide', 'Skull Bash', 'Rest', 'Attract', 'Round', 'Focus Blast', 'Scald', 'Brine', 'Fling', 'Endure', 'Giga Impact', 'Avalanche', 'Gyro Ball', 'Bulldoze', 'Captivate', 'Rock Slide', 'Dragon Tail', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Surf', 'Secret Power', 'Rock Smash', 'Dark Pulse', 'Waterfall', ""Power'Up Punch"", 'Confide', 'Surf', 'Strength', 'Waterfall', 'Whirlpool', 'Rock Smash', 'Waterfall', 'Rock Climb', 'Dive']"
9,Blastoise-Mega,Water,630,79,103,120,135,115,78,1,No,No,,,,,,,,,,,,,['Mega Launcher'],RU,[],"['Tackle', 'Tail Whip', 'Bubble', 'Flash Cannon', 'Tackle', 'Tail Whip', 'Bubble', 'Water Gun', 'Withdraw', 'Tail Whip', 'Bubble', 'Water Gun', 'Withdraw', 'Water Gun', 'Bubble', 'Bite', 'Withdraw', 'Rapid Spin', 'Protect', 'Water Pulse', 'Aqua Tail', 'Skull Bash', 'Iron Defense', 'Rain Dance', 'Skull Bash', 'Hydro Pump', 'Aqua Jet', 'Aqua Ring', 'Aura Sphere', 'Brine', 'Confusion', 'Dragon Pulse', 'Fake Out', 'Flail', 'Foresight', 'Haze', 'Mirror Coat', 'Mist', 'Mud Sport', 'Muddy Water', 'Refresh', 'Water Spout', 'Yawn', 'Aqua Tail', 'Body Slam', 'Counter', 'Defense Curl', 'Dive', ""Double'Edge"", 'Dragon Pulse', 'Dynamic Punch', 'Endure', 'Focus Punch', 'Headbutt', 'Hydro Cannon', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Defense', 'Iron Tail', 'Mega Kick', 'Mega Punch', 'Mimic', ""Mud'Slap"", 'Outrage', 'Rollout', 'Seismic Toss', 'Signal Beam', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Water Pledge', 'Water Pulse', 'Zen Headbutt', 'Work Up', 'Focus Punch', 'Water Pulse', 'Dynamic Punch', 'Headbutt', 'Curse', 'Rollout', 'Roar', 'Mega Punch', 'Mega Kick', 'Toxic', 'Rock Smash', 'Body Slam', 'Take Down', ""Double'Edge"", 'Bubble Beam', 'Water Gun', 'Hail', 'Hidden Power', 'Snore', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Frustration', 'Smack Down', 'Iron Tail', 'Earthquake', 'Return', 'Fissure', 'Dig', 'Brick Break', ""Mud'Slap"", 'Mimic', 'Double Team', 'Rock Tomb', 'Ice Punch', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Defense Curl', 'Reflect', 'Bide', 'Skull Bash', 'Rest', 'Attract', 'Round', 'Focus Blast', 'Scald', 'Brine', 'Fling', 'Endure', 'Giga Impact', 'Avalanche', 'Gyro Ball', 'Bulldoze', 'Captivate', 'Rock Slide', 'Dragon Tail', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Surf', 'Secret Power', 'Rock Smash', 'Dark Pulse', 'Waterfall', ""Power'Up Punch"", 'Confide', 'Surf', 'Strength', 'Waterfall', 'Whirlpool', 'Rock Smash', 'Waterfall', 'Rock Climb', 'Dive']"
10,Caterpie,Bug,195,45,30,35,20,20,45,1,No,No,True,True,True,True,True,True,,,,,,,"['Run Away', 'Shield Dust']",LC,['Metapod'],"['Tackle', 'String Shot', 'Bug Bite', 'Bug Bite', 'Electroweb', 'Snore', 'String Shot']"
11,Metapod,Bug,205,50,20,55,25,25,30,1,No,No,True,True,True,True,True,True,,,,,,,['Shed Skin'],,['Butterfree'],"['Harden', 'Harden', 'Tackle', 'String Shot', 'Bug Bite', 'Bug Bite', 'Electroweb', 'Iron Defense', 'String Shot', 'Snore']"
12,Butterfree,"Bug, Flying",395,60,45,50,90,80,70,1,No,No,True,True,True,True,True,True,,,,,,,"['Compound Eyes', 'Tinted Lens']",PU,[],"['Gust', 'Gust', 'Confusion', 'Confusion', 'Poison Powder', 'Stun Spore', 'Sleep Powder', 'Psybeam', 'Silver Wind', 'Gust', 'Supersonic', 'Safeguard', 'Whirlwind', 'Bug Buzz', 'Gust', 'Psybeam', 'Silver Wind', 'Tailwind', 'Rage Powder', 'Safeguard', 'Silver Wind', 'Captivate', 'Tailwind', 'Air Slash', 'Bug Buzz', 'Quiver Dance', 'Harden', 'Harden', 'Tackle', 'String Shot', 'Bug Bite', 'Air Cutter', 'Bug Bite', ""Double'Edge"", 'Dream Eater', 'Electroweb', 'Endure', 'Giga Drain', 'Mimic', 'Nightmare', 'Ominous Wind', 'Roost', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snore', 'String Shot', 'Substitute', 'Swagger', 'Swift', 'Tailwind', 'Twister', 'Iron Defense', 'Curse', 'Razor Wind', 'Whirlwind', 'Toxic', 'Venoshock', 'Take Down', 'Hidden Power', 'Sunny Day', 'Sweet Scent', 'Snore', ""Double'Edge"", 'Hyper Beam', 'Rage', 'Mega Drain', 'Protect', 'Rain Dance', 'Roost', 'Giga Drain', 'Safeguard', 'Endure', 'Frustration', 'Solar Beam', 'Return', 'Psychic', 'Shadow Ball', 'Teleport', 'Mimic', 'Double Team', 'Aerial Ace', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', 'Swift', 'Rest', 'Psywave', 'Attract', 'Nightmare', 'Thief', 'Round', 'Skill Swap', 'Roost', 'Energy Ball', 'Acrobatics', 'Endure', 'Silver Wind', 'Giga Impact', 'Flash', 'Struggle Bug', 'Psych Up', 'Infestation', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Defog', 'Flash', 'Secret Power', 'Confide']"
13,Weedle,"Bug, Poison",195,40,35,30,20,20,50,1,No,No,True,True,True,,,,,,,,,,"['Run Away', 'Shield Dust']",LC,['Kakuna'],"['Poison Sting', 'String Shot', 'Bug Bite', 'Bug Bite', 'Electroweb', 'String Shot']"
14,Kakuna,"Bug, Poison",205,45,25,50,25,25,35,1,No,No,True,True,True,,,,,,,,,,['Shed Skin'],,['Beedrill'],"['Harden', 'Harden', 'Poison Sting', 'String Shot', 'Bug Bite', 'Bug Bite', 'Electroweb', 'Iron Defense', 'String Shot']"
15,Beedrill,"Bug, Poison",395,65,90,40,45,80,75,1,No,No,True,True,True,,,,,,,,,,"['Sniper', 'Swarm']",PU,[],"['Twineedle', 'Twineedle', 'Fury Attack', 'Fury Attack', 'Rage', 'Pursuit', 'Focus Energy', 'Venoshock', 'Assurance', 'Twineedle', 'Rage', 'Pursuit', 'Toxic Spikes', 'Pin Missile', 'Agility', 'Assurance', 'Poison Jab', 'Agility', 'Endeavor', 'Fell Stinger', 'Harden', 'Harden', 'Poison Sting', 'String Shot', 'Bug Bite', 'Air Cutter', 'Bug Bite', ""Double'Edge"", 'Drill Run', 'Electroweb', 'Endeavor', 'Endure', 'Fury Cutter', 'Giga Drain', 'Knock Off', 'Mimic', 'Ominous Wind', 'Roost', 'Sleep Talk', 'Snore', 'String Shot', 'Substitute', 'Swagger', 'Swift', 'Swords Dance', 'Tailwind', 'Iron Defense', 'Curse', 'Swords Dance', 'Toxic', 'Venoshock', 'Take Down', 'Hidden Power', 'Sunny Day', 'Sweet Scent', 'Snore', ""Double'Edge"", 'Hyper Beam', 'Rage', 'Mega Drain', 'Mimic', 'Protect', 'Roost', 'Giga Drain', 'Endure', 'Frustration', 'Solar Beam', 'Return', 'Brick Break', 'Double Team', 'Swagger', 'Sleep Talk', 'Sludge Bomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Reflect', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Attract', 'Fury Cutter', 'Thief', 'Roost', 'Round', 'False Swipe', 'Brutal Swing', 'Endure', 'Acrobatics', 'Silver Wind', 'Payback', 'Giga Impact', 'Flash', 'Swords Dance', 'Captivate', 'Struggle Bug', ""X'Scissor"", 'Infestation', 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Secret Power', 'Rock Smash', 'Confide', 'Cut', 'Defog', 'Rock Smash']"
15,Beedrill-Mega,"Bug, Poison",495,65,150,40,15,80,145,1,No,No,,,,,,,,,,,,,['Adaptability'],UU,[],"['Twineedle', 'Twineedle', 'Fury Attack', 'Fury Attack', 'Rage', 'Pursuit', 'Focus Energy', 'Venoshock', 'Assurance', 'Twineedle', 'Rage', 'Pursuit', 'Toxic Spikes', 'Pin Missile', 'Agility', 'Assurance', 'Poison Jab', 'Agility', 'Endeavor', 'Fell Stinger', 'Harden', 'Harden', 'Poison Sting', 'String Shot', 'Bug Bite', 'Air Cutter', 'Bug Bite', ""Double'Edge"", 'Drill Run', 'Electroweb', 'Endeavor', 'Endure', 'Fury Cutter', 'Giga Drain', 'Knock Off', 'Mimic', 'Ominous Wind', 'Roost', 'Sleep Talk', 'Snore', 'String Shot', 'Substitute', 'Swagger', 'Swift', 'Swords Dance', 'Tailwind', 'Iron Defense', 'Curse', 'Swords Dance', 'Toxic', 'Venoshock', 'Take Down', 'Hidden Power', 'Sunny Day', 'Sweet Scent', 'Snore', ""Double'Edge"", 'Hyper Beam', 'Rage', 'Mega Drain', 'Mimic', 'Protect', 'Roost', 'Giga Drain', 'Endure', 'Frustration', 'Solar Beam', 'Return', 'Brick Break', 'Double Team', 'Swagger', 'Sleep Talk', 'Sludge Bomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Reflect', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Attract', 'Fury Cutter', 'Thief', 'Roost', 'Round', 'False Swipe', 'Brutal Swing', 'Endure', 'Acrobatics', 'Silver Wind', 'Payback', 'Giga Impact', 'Flash', 'Swords Dance', 'Captivate', 'Struggle Bug', ""X'Scissor"", 'Infestation', 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Secret Power', 'Rock Smash', 'Confide', 'Cut', 'Defog', 'Rock Smash']"
16,Pidgey,"Normal, Flying",251,40,45,40,35,35,56,1,No,No,True,True,True,,,,,,,,,,"['Big Pecks', 'Keen Eye', 'Tangled Feet']",LC,['Pidgeotto'],"['Gust', 'Tackle', 'Sand Attack', 'Gust', 'Quick Attack', 'Whirlwind', 'Wing Attack', 'Twister', 'Feather Dance', 'Agility', 'Wing Attack', 'Roost', 'Tailwind', 'Mirror Move', 'Air Slash', 'Hurricane', 'Air Cutter', 'Air Slash', 'Brave Bird', 'Defog', 'Feint Attack', 'Foresight', 'Pursuit', 'Steel Wing', 'Uproar', 'Air Cutter', ""Double'Edge"", 'Endure', 'Heat Wave', 'Mimic', ""Mud'Slap"", 'Ominous Wind', 'Roost', 'Sky Attack', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Tailwind', 'Twister', 'Uproar', 'Curse', 'Razor Wind', 'Whirlwind', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Snore', 'Protect', 'Endure', 'Rain Dance', 'Roost', 'Frustration', 'Return', ""Mud'Slap"", 'Take Down', ""Double'Edge"", 'Rage', 'Mimic', 'Double Team', 'Aerial Ace', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', 'Swift', 'Detect', 'Sky Attack', 'Rest', 'Attract', 'Thief', 'Round', 'Work Up', 'Steel Wing', 'Fly', 'Roost', 'Endure', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Pluck', ""U'turn"", 'Substitute', 'Secret Power', 'Confide', 'Fly', 'Defog']"
17,Pidgeotto,"Normal, Flying",349,63,60,55,50,50,71,1,No,No,True,True,True,,,,,,,,,,"['Big Pecks', 'Keen Eye', 'Tangled Feet']",,['Pidgeot'],"['Tackle', 'Gust', 'Sand Attack', 'Gust', 'Sand Attack', 'Gust', 'Quick Attack', 'Whirlwind', 'Wing Attack', 'Twister', 'Feather Dance', 'Agility', 'Wing Attack', 'Roost', 'Tailwind', 'Mirror Move', 'Air Slash', 'Hurricane', 'Air Cutter', 'Air Slash', 'Brave Bird', 'Defog', 'Feint Attack', 'Foresight', 'Pursuit', 'Steel Wing', 'Uproar', 'Air Cutter', ""Double'Edge"", 'Endure', 'Heat Wave', 'Mimic', ""Mud'Slap"", 'Ominous Wind', 'Roost', 'Sky Attack', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Tailwind', 'Twister', 'Uproar', 'Curse', 'Razor Wind', 'Whirlwind', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Snore', 'Protect', 'Endure', 'Rain Dance', 'Roost', 'Frustration', 'Return', ""Mud'Slap"", 'Take Down', ""Double'Edge"", 'Rage', 'Mimic', 'Double Team', 'Aerial Ace', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', 'Swift', 'Detect', 'Sky Attack', 'Rest', 'Attract', 'Thief', 'Round', 'Work Up', 'Steel Wing', 'Fly', 'Roost', 'Endure', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Pluck', ""U'turn"", 'Substitute', 'Secret Power', 'Confide', 'Fly', 'Defog']"
18,Pidgeot,"Normal, Flying",479,83,80,75,70,70,101,1,No,No,True,True,True,,,,,,,,,,"['Big Pecks', 'Keen Eye', 'Tangled Feet']",PU,[],"['Hurricane', 'Tackle', 'Gust', 'Sand Attack', 'Gust', 'Quick Attack', 'Sand Attack', 'Gust', 'Quick Attack', 'Whirlwind', 'Wing Attack', 'Twister', 'Feather Dance', 'Agility', 'Wing Attack', 'Roost', 'Tailwind', 'Mirror Move', 'Air Slash', 'Hurricane', 'Air Cutter', 'Air Slash', 'Brave Bird', 'Defog', 'Feint Attack', 'Foresight', 'Pursuit', 'Steel Wing', 'Uproar', 'Air Cutter', ""Double'Edge"", 'Endure', 'Heat Wave', 'Mimic', ""Mud'Slap"", 'Ominous Wind', 'Roost', 'Sky Attack', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Tailwind', 'Twister', 'Uproar', 'Curse', 'Razor Wind', 'Whirlwind', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Snore', 'Take Down', ""Double'Edge"", 'Hyper Beam', 'Rage', 'Mimic', 'Protect', 'Endure', 'Rain Dance', 'Roost', 'Frustration', 'Return', ""Mud'Slap"", 'Double Team', 'Aerial Ace', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', 'Swift', 'Detect', 'Sky Attack', 'Rest', 'Attract', 'Thief', 'Round', 'Steel Wing', 'Roost', 'Endure', 'Giga Impact', 'Work Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Fly', 'Swagger', 'Sleep Talk', 'Pluck', ""U'turn"", 'Substitute', 'Secret Power', 'Confide', 'Fly', 'Defog']"
18,Pidgeot-Mega,"Normal, Flying",579,83,80,80,135,80,121,1,No,No,,,,,,,,,,,,,['No Guard'],UU,[],"['Hurricane', 'Tackle', 'Gust', 'Sand Attack', 'Gust', 'Quick Attack', 'Sand Attack', 'Gust', 'Quick Attack', 'Whirlwind', 'Wing Attack', 'Twister', 'Feather Dance', 'Agility', 'Wing Attack', 'Roost', 'Tailwind', 'Mirror Move', 'Air Slash', 'Hurricane', 'Air Cutter', 'Air Slash', 'Brave Bird', 'Defog', 'Feint Attack', 'Foresight', 'Pursuit', 'Steel Wing', 'Uproar', 'Air Cutter', ""Double'Edge"", 'Endure', 'Heat Wave', 'Mimic', ""Mud'Slap"", 'Ominous Wind', 'Roost', 'Sky Attack', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Tailwind', 'Twister', 'Uproar', 'Curse', 'Razor Wind', 'Whirlwind', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Snore', 'Take Down', ""Double'Edge"", 'Hyper Beam', 'Rage', 'Mimic', 'Protect', 'Endure', 'Rain Dance', 'Roost', 'Frustration', 'Return', ""Mud'Slap"", 'Double Team', 'Aerial Ace', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', 'Swift', 'Detect', 'Sky Attack', 'Rest', 'Attract', 'Thief', 'Round', 'Steel Wing', 'Roost', 'Endure', 'Giga Impact', 'Work Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Fly', 'Swagger', 'Sleep Talk', 'Pluck', ""U'turn"", 'Substitute', 'Secret Power', 'Confide', 'Fly', 'Defog']"
19,Rattata,Normal,253,30,56,35,25,35,72,1,No,No,True,True,,,True,True,True,,,,,,"['Guts', 'Hustle', 'Run Away']",LC,['Raticate'],"['Tackle', 'Tail Whip', 'Quick Attack', 'Focus Energy', 'Bite', 'Pursuit', 'Hyper Fang', 'Focus Energy', 'Pursuit', 'Assurance', 'Sucker Punch', 'Crunch', 'Sucker Punch', 'Assurance', 'Super Fang', ""Double'Edge"", 'Endeavor', 'Bite', 'Counter', 'Final Gambit', 'Flame Wheel', 'Fury Swipes', 'Last Resort', 'Me First', 'Revenge', 'Reversal', 'Screech', 'Swagger', 'Uproar', 'Body Slam', 'Counter', 'Covet', 'Defense Curl', ""Double'Edge"", 'Endeavor', 'Endure', 'Headbutt', 'Icy Wind', 'Iron Tail', 'Last Resort', 'Mimic', ""Mud'Slap"", 'Shock Wave', 'Sleep Talk', 'Snore', 'Substitute', 'Sucker Punch', 'Super Fang', 'Swagger', 'Swift', 'Thunder Wave', 'Uproar', 'Zen Headbutt', 'Headbutt', 'Curse', 'Work Up', 'Toxic', 'Rock Smash', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Ice Beam', 'Body Slam', 'Take Down', ""Double'Edge"", 'Bubble Beam', 'Water Gun', 'Blizzard', 'Rage', 'Icy Wind', 'Protect', 'Endure', 'Rain Dance', 'Frustration', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Return', 'Dig', 'Mimic', 'Shadow Ball', ""Mud'Slap"", 'Double Team', 'Shock Wave', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Bide', 'Swift', 'Defense Curl', 'Skull Bash', 'Rest', 'Attract', 'Thief', 'Round', 'Charge Beam', 'Retaliate', 'Endure', 'Thunder Wave', 'Work Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Pluck', ""U'turn"", 'Substitute', 'Wild Charge', 'Secret Power', 'Rock Smash', 'Confide', 'Cut', 'Rock Smash']"
19,Rattata-Alola,"Dark, Normal",253,30,56,35,25,35,72,1,No,No,,,,,,,,,,,,,"['Gluttony', 'Hustle', 'Thick Fat']",LC,['Raticate-Alola'],"['Tackle', 'Tail Whip', 'Quick Attack', 'Focus Energy', 'Bite', 'Pursuit', 'Hyper Fang', 'Assurance', 'Crunch', 'Sucker Punch', 'Super Fang', ""Double'Edge"", 'Endeavor', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Ice Beam', 'Blizzard', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Shadow Ball', 'Double Team', 'Sludge Bomb', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Quash', 'Embargo', 'Shadow Claw', 'Grass Knot', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Snarl', 'Dark Pulse', 'Confide']"
20,Raticate,Normal,413,55,81,60,50,70,97,1,No,No,True,True,,,True,True,True,,,,,,"['Guts', 'Hustle', 'Run Away']",PU,[],"['Tackle', 'Tail Whip', 'Scary Face', 'Scary Face', 'Swords Dance', 'Tackle', 'Tail Whip', 'Quick Attack', 'Focus Energy', 'Quick Attack', 'Focus Energy', 'Bite', 'Pursuit', 'Hyper Fang', 'Focus Energy', 'Assurance', 'Sucker Punch', 'Scary Face', 'Pursuit', 'Crunch', 'Sucker Punch', 'Assurance', 'Super Fang', ""Double'Edge"", 'Endeavor', 'Focus Energy', 'Bite', 'Counter', 'Final Gambit', 'Flame Wheel', 'Fury Swipes', 'Last Resort', 'Me First', 'Revenge', 'Reversal', 'Screech', 'Swagger', 'Uproar', 'Body Slam', 'Counter', 'Covet', 'Defense Curl', ""Double'Edge"", 'Endeavor', 'Endure', 'Headbutt', 'Ice Beam', 'Icy Wind', 'Iron Tail', 'Last Resort', 'Mimic', ""Mud'Slap"", 'Shock Wave', 'Sleep Talk', 'Snore', 'Substitute', 'Sucker Punch', 'Super Fang', 'Swagger', 'Swift', 'Thunder Wave', 'Thunderbolt', 'Uproar', 'Zen Headbutt', 'Headbutt', 'Curse', 'Work Up', 'Roar', 'Toxic', 'Rock Smash', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Body Slam', 'Take Down', ""Double'Edge"", 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Rage', 'Icy Wind', 'Protect', 'Endure', 'Rain Dance', 'Frustration', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Return', 'Dig', 'Mimic', 'Shadow Ball', ""Mud'Slap"", 'Double Team', 'Shock Wave', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Bide', 'Swift', 'Defense Curl', 'Skull Bash', 'Rest', 'Attract', 'Thief', 'Round', 'Charge Beam', 'Retaliate', 'Endure', 'Giga Impact', 'Thunder Wave', 'Swords Dance', 'Work Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Pluck', ""U'turn"", 'Substitute', 'Wild Charge', 'Secret Power', 'Rock Smash', 'Confide', 'Cut', 'Strength', 'Rock Smash', 'Sludge Bomb', 'Torment', 'Quash', 'Embargo', 'Shadow Claw', 'Snarl', 'Dark Pulse']"
